Time Stamp	DEMAND
03/02/2005 2:00 PM	48
03/02/2005 2:15 PM	56
03/02/2005 2:30 PM	42
03/02/2005 2:45 PM	36
03/02/2005 3:00 PM	33
03/02/2005 3:15 PM	25
03/02/2005 3:30 PM	30
03/02/2005 3:45 PM	31
03/02/2005 4:00 PM	30
03/02/2005 4:15 PM	20
03/02/2005 4:30 PM	33
03/02/2005 4:45 PM	27
03/02/2005 5:00 PM	33
03/02/2005 5:15 PM	39
03/02/2005 5:30 PM	42
03/02/2005 5:45 PM	50
03/02/2005 6:00 PM	54
03/02/2005 6:15 PM	76
03/02/2005 6:30 PM	84
03/02/2005 6:45 PM	79
03/02/2005 7:00 PM	75
03/02/2005 7:15 PM	75
03/02/2005 7:30 PM	65
03/02/2005 7:45 PM	71
03/02/2005 8:00 PM	46
03/02/2005 8:15 PM	43
03/02/2005 8:30 PM	41
03/02/2005 8:45 PM	30
03/02/2005 9:00 PM	31
03/02/2005 9:15 PM	31
03/02/2005 9:30 PM	29
03/02/2005 9:45 PM	12
03/02/2005 10:00 PM	9
03/03/2005 6:30 AM	2
03/03/2005 6:45 AM	2
03/03/2005 7:00 AM	7
03/03/2005 7:15 AM	4
03/03/2005 7:30 AM	11
03/03/2005 7:45 AM	6
03/03/2005 8:00 AM	17
03/03/2005 8:15 AM	15
03/03/2005 8:30 AM	24
03/03/2005 8:45 AM	11
03/03/2005 9:00 AM	15
03/03/2005 9:15 AM	18
03/03/2005 9:30 AM	20
03/03/2005 9:45 AM	19
03/03/2005 10:00 AM	26
03/03/2005 10:15 AM	25
03/03/2005 10:30 AM	33
03/03/2005 10:45 AM	18
03/03/2005 11:00 AM	23
03/03/2005 11:15 AM	33
03/03/2005 11:30 AM	35
03/03/2005 11:45 AM	39
03/03/2005 12:00 PM	45
03/03/2005 12:15 PM	36
03/03/2005 12:30 PM	37
03/03/2005 12:45 PM	49
03/03/2005 1:00 PM	48
03/03/2005 1:15 PM	45
03/03/2005 1:30 PM	45
03/03/2005 1:45 PM	48
03/03/2005 2:00 PM	54
03/03/2005 2:15 PM	35
03/03/2005 2:30 PM	27
03/03/2005 2:45 PM	30
03/03/2005 3:00 PM	26
03/03/2005 3:15 PM	30
03/03/2005 3:30 PM	30
03/03/2005 3:45 PM	24
03/03/2005 4:00 PM	22
03/03/2005 4:15 PM	19
03/03/2005 4:30 PM	27
03/03/2005 4:45 PM	24
03/03/2005 5:00 PM	33
03/03/2005 5:15 PM	39
03/03/2005 5:30 PM	30
03/03/2005 5:45 PM	48
03/03/2005 6:00 PM	45
03/03/2005 6:15 PM	77
03/03/2005 6:30 PM	87
03/03/2005 6:45 PM	87
03/03/2005 7:00 PM	61
03/03/2005 7:15 PM	69
03/03/2005 7:30 PM	81
03/03/2005 7:45 PM	68
03/03/2005 8:00 PM	54
03/03/2005 8:15 PM	38
03/03/2005 8:30 PM	39
03/03/2005 8:45 PM	35
03/03/2005 9:00 PM	21
03/03/2005 9:15 PM	28
03/03/2005 9:30 PM	15
03/03/2005 9:45 PM	11
03/03/2005 10:00 PM	3
03/04/2005 6:30 AM	2
03/04/2005 6:45 AM	1
03/04/2005 7:00 AM	3
03/04/2005 7:15 AM	5
03/04/2005 7:30 AM	9
03/04/2005 7:45 AM	7
03/04/2005 8:00 AM	14
03/04/2005 8:15 AM	8
03/04/2005 8:30 AM	5
03/04/2005 8:45 AM	10
03/04/2005 9:00 AM	12
03/04/2005 9:15 AM	22
03/04/2005 9:30 AM	15
03/04/2005 9:45 AM	24
03/04/2005 10:00 AM	16
03/04/2005 10:15 AM	28
03/04/2005 10:30 AM	20
03/04/2005 10:45 AM	22
03/04/2005 11:00 AM	33
03/04/2005 11:15 AM	32
03/04/2005 11:30 AM	26
03/04/2005 11:45 AM	33
03/04/2005 12:00 PM	34
03/04/2005 12:15 PM	47
03/04/2005 12:30 PM	35
03/04/2005 12:45 PM	39
03/04/2005 1:00 PM	37
03/04/2005 1:15 PM	43
03/04/2005 1:30 PM	50
03/04/2005 1:45 PM	53
03/04/2005 2:00 PM	45
03/04/2005 2:15 PM	37
03/04/2005 2:30 PM	47
03/04/2005 2:45 PM	39
03/04/2005 3:00 PM	34
03/04/2005 3:15 PM	39
03/04/2005 3:30 PM	39
03/04/2005 3:45 PM	32
03/04/2005 4:00 PM	24
03/04/2005 4:15 PM	39
03/04/2005 4:30 PM	36
03/04/2005 4:45 PM	41
03/04/2005 5:00 PM	51
03/04/2005 5:15 PM	57
03/04/2005 5:30 PM	67
03/04/2005 5:45 PM	49
03/04/2005 6:00 PM	62
03/04/2005 6:15 PM	51
03/04/2005 6:30 PM	50
03/04/2005 6:45 PM	57
03/04/2005 7:00 PM	54
03/04/2005 7:15 PM	58
03/04/2005 7:30 PM	47
03/04/2005 7:45 PM	38
03/04/2005 8:00 PM	45
03/04/2005 8:15 PM	31
03/04/2005 8:30 PM	41
03/04/2005 8:45 PM	30
03/04/2005 9:00 PM	28
03/04/2005 9:15 PM	26
03/04/2005 9:30 PM	16
03/04/2005 9:45 PM	13
03/04/2005 10:00 PM	5
03/05/2005 6:30 AM	0
03/05/2005 6:45 AM	1
03/05/2005 7:00 AM	1
03/05/2005 7:15 AM	1
03/05/2005 7:30 AM	2
03/05/2005 7:45 AM	1
03/05/2005 8:00 AM	4
03/05/2005 8:15 AM	0
03/05/2005 8:30 AM	5
03/05/2005 8:45 AM	1
03/05/2005 9:00 AM	3
03/05/2005 9:15 AM	2
03/05/2005 9:30 AM	3
03/05/2005 9:45 AM	2
03/05/2005 10:00 AM	5
03/05/2005 10:15 AM	3
03/05/2005 10:30 AM	3
03/05/2005 10:45 AM	6
03/05/2005 11:00 AM	2
03/05/2005 11:15 AM	3
03/05/2005 11:30 AM	6
03/05/2005 11:45 AM	10
03/05/2005 12:00 PM	8
03/05/2005 12:15 PM	4
03/05/2005 12:30 PM	6
03/05/2005 12:45 PM	9
03/05/2005 1:00 PM	9
03/05/2005 1:15 PM	14
03/05/2005 1:30 PM	14
03/05/2005 1:45 PM	10
03/05/2005 2:00 PM	12
03/05/2005 2:15 PM	5
03/05/2005 2:30 PM	9
03/05/2005 2:45 PM	8
03/05/2005 3:00 PM	11
03/05/2005 3:15 PM	5
03/05/2005 3:30 PM	7
03/05/2005 3:45 PM	3
03/05/2005 4:00 PM	7
03/05/2005 4:15 PM	6
03/05/2005 4:30 PM	2
03/05/2005 4:45 PM	2
03/05/2005 5:00 PM	1
03/05/2005 5:15 PM	3
03/05/2005 5:30 PM	2
03/05/2005 5:45 PM	9
03/05/2005 6:00 PM	4
03/05/2005 6:15 PM	1
03/05/2005 6:30 PM	3
03/05/2005 6:45 PM	2
03/05/2005 7:00 PM	3
03/05/2005 7:15 PM	2
03/05/2005 7:30 PM	3
03/05/2005 7:45 PM	2
03/05/2005 8:00 PM	3
03/05/2005 8:15 PM	0
03/05/2005 8:30 PM	1
03/05/2005 8:45 PM	2
03/05/2005 9:00 PM	4
03/05/2005 9:15 PM	0
03/05/2005 9:30 PM	4
03/05/2005 9:45 PM	0
03/05/2005 10:00 PM	0
03/06/2005 6:30 AM	0
03/06/2005 6:45 AM	0
03/06/2005 7:00 AM	0
03/06/2005 7:15 AM	0
03/06/2005 7:30 AM	0
03/06/2005 7:45 AM	0
03/06/2005 8:00 AM	0
03/06/2005 8:15 AM	0
03/06/2005 8:30 AM	0
03/06/2005 8:45 AM	0
03/06/2005 9:00 AM	0
03/06/2005 9:15 AM	0
03/06/2005 9:30 AM	0
03/06/2005 9:45 AM	2
03/06/2005 10:00 AM	0
03/06/2005 10:15 AM	1
03/06/2005 10:30 AM	1
03/06/2005 10:45 AM	0
03/06/2005 11:00 AM	0
03/06/2005 11:15 AM	0
03/06/2005 11:30 AM	0
03/06/2005 11:45 AM	5
03/06/2005 12:00 PM	1
03/06/2005 12:15 PM	1
03/06/2005 12:30 PM	1
03/06/2005 12:45 PM	2
03/06/2005 1:00 PM	1
03/06/2005 1:15 PM	1
03/06/2005 1:30 PM	0
03/06/2005 1:45 PM	3
03/06/2005 2:00 PM	1
03/06/2005 2:15 PM	1
03/06/2005 2:30 PM	1
03/06/2005 2:45 PM	1
03/06/2005 3:00 PM	4
03/06/2005 3:15 PM	0
03/06/2005 3:30 PM	2
03/06/2005 3:45 PM	2
03/06/2005 4:00 PM	2
03/06/2005 4:15 PM	2
03/06/2005 4:30 PM	4
03/06/2005 4:45 PM	0
03/06/2005 5:00 PM	0
03/06/2005 5:15 PM	1
03/06/2005 5:30 PM	1
03/06/2005 5:45 PM	1
03/06/2005 6:00 PM	2
03/06/2005 6:15 PM	0
03/06/2005 6:30 PM	5
03/06/2005 6:45 PM	2
03/06/2005 7:00 PM	3
03/06/2005 7:15 PM	3
03/06/2005 7:30 PM	4
03/06/2005 7:45 PM	1
03/06/2005 8:00 PM	3
03/06/2005 8:15 PM	4
03/06/2005 8:30 PM	0
03/06/2005 8:45 PM	0
03/06/2005 9:00 PM	0
03/06/2005 9:15 PM	4
03/06/2005 9:30 PM	1
03/06/2005 9:45 PM	0
03/06/2005 10:00 PM	0
03/07/2005 6:30 AM	4
03/07/2005 6:45 AM	2
03/07/2005 7:00 AM	3
03/07/2005 7:15 AM	7
03/07/2005 7:30 AM	12
03/07/2005 7:45 AM	18
03/07/2005 8:00 AM	25
03/07/2005 8:15 AM	16
03/07/2005 8:30 AM	17
03/07/2005 8:45 AM	18
03/07/2005 9:00 AM	20
03/07/2005 9:15 AM	17
03/07/2005 9:30 AM	14
03/07/2005 9:45 AM	16
03/07/2005 10:00 AM	19
03/07/2005 10:15 AM	20
03/07/2005 10:30 AM	24
03/07/2005 10:45 AM	37
03/07/2005 11:00 AM	32
03/07/2005 11:15 AM	37
03/07/2005 11:30 AM	31
03/07/2005 11:45 AM	37
03/07/2005 12:00 PM	31
03/07/2005 12:15 PM	41
03/07/2005 12:30 PM	46
03/07/2005 12:45 PM	45
03/07/2005 1:00 PM	54
03/07/2005 1:15 PM	53
03/07/2005 1:30 PM	75
03/07/2005 1:45 PM	54
03/07/2005 2:00 PM	50
03/07/2005 2:15 PM	70
03/07/2005 2:30 PM	43
03/07/2005 2:45 PM	35
03/07/2005 3:00 PM	31
03/07/2005 3:15 PM	33
03/07/2005 3:30 PM	45
03/07/2005 3:45 PM	32
03/07/2005 4:00 PM	37
03/07/2005 4:15 PM	44
03/07/2005 4:30 PM	35
03/07/2005 4:45 PM	41
03/07/2005 5:00 PM	38
03/07/2005 5:15 PM	52
03/07/2005 5:30 PM	48
03/07/2005 5:45 PM	59
03/07/2005 6:00 PM	66
03/07/2005 6:15 PM	100
03/07/2005 6:30 PM	115
03/07/2005 6:45 PM	136
03/07/2005 7:00 PM	100
03/07/2005 7:15 PM	90
03/07/2005 7:30 PM	71
03/07/2005 7:45 PM	70
03/07/2005 8:00 PM	69
03/07/2005 8:15 PM	55
03/07/2005 8:30 PM	50
03/07/2005 8:45 PM	42
03/07/2005 9:00 PM	20
03/07/2005 9:15 PM	22
03/07/2005 9:30 PM	18
03/07/2005 9:45 PM	14
03/07/2005 10:00 PM	7
03/08/2005 6:30 AM	5
03/08/2005 6:45 AM	3
03/08/2005 7:00 AM	1
03/08/2005 7:15 AM	8
03/08/2005 7:30 AM	6
03/08/2005 7:45 AM	11
03/08/2005 8:00 AM	18
03/08/2005 8:15 AM	6
03/08/2005 8:30 AM	12
03/08/2005 8:45 AM	20
03/08/2005 9:00 AM	20
03/08/2005 9:15 AM	27
03/08/2005 9:30 AM	22
03/08/2005 9:45 AM	22
03/08/2005 10:00 AM	32
03/08/2005 10:15 AM	26
03/08/2005 10:30 AM	18
03/08/2005 10:45 AM	23
03/08/2005 11:00 AM	29
03/08/2005 11:15 AM	41
03/08/2005 11:30 AM	31
03/08/2005 11:45 AM	43
03/08/2005 12:00 PM	45
03/08/2005 12:15 PM	52
03/08/2005 12:30 PM	42
03/08/2005 12:45 PM	48
03/08/2005 1:00 PM	45
03/08/2005 1:15 PM	65
03/08/2005 1:30 PM	51
03/08/2005 1:45 PM	48
03/08/2005 2:00 PM	43
03/08/2005 2:15 PM	36
03/08/2005 2:30 PM	32
03/08/2005 2:45 PM	40
03/08/2005 3:00 PM	36
03/08/2005 3:15 PM	45
03/08/2005 3:30 PM	32
03/08/2005 3:45 PM	30
03/08/2005 4:00 PM	42
03/08/2005 4:15 PM	24
03/08/2005 4:30 PM	35
03/08/2005 4:45 PM	25
03/08/2005 5:00 PM	39
03/08/2005 5:15 PM	35
03/08/2005 5:30 PM	41
03/08/2005 5:45 PM	53
03/08/2005 6:00 PM	63
03/08/2005 6:15 PM	89
03/08/2005 6:30 PM	98
03/08/2005 6:45 PM	91
03/08/2005 7:00 PM	77
03/08/2005 7:15 PM	80
03/08/2005 7:30 PM	64
03/08/2005 7:45 PM	67
03/08/2005 8:00 PM	40
03/08/2005 8:15 PM	55
03/08/2005 8:30 PM	48
03/08/2005 8:45 PM	33
03/08/2005 9:00 PM	31
03/08/2005 9:15 PM	27
03/08/2005 9:30 PM	19
03/08/2005 9:45 PM	15
03/08/2005 10:00 PM	4
03/09/2005 6:30 AM	1
03/09/2005 6:45 AM	1
03/09/2005 7:00 AM	2
03/09/2005 7:15 AM	4
03/09/2005 7:30 AM	12
03/09/2005 7:45 AM	15
03/09/2005 8:00 AM	11
03/09/2005 8:15 AM	20
03/09/2005 8:30 AM	15
03/09/2005 8:45 AM	15
03/09/2005 9:00 AM	17
03/09/2005 9:15 AM	21
03/09/2005 9:30 AM	14
03/09/2005 9:45 AM	14
03/09/2005 10:00 AM	20
03/09/2005 10:15 AM	20
03/09/2005 10:30 AM	29
03/09/2005 10:45 AM	22
03/09/2005 11:00 AM	29
03/09/2005 11:15 AM	19
03/09/2005 11:30 AM	30
03/09/2005 11:45 AM	24
03/09/2005 12:00 PM	42
03/09/2005 12:15 PM	37
03/09/2005 12:30 PM	31
03/09/2005 12:45 PM	48
03/09/2005 1:00 PM	44
03/09/2005 1:15 PM	37
03/09/2005 1:30 PM	38
03/09/2005 1:45 PM	56
03/09/2005 2:00 PM	42
03/09/2005 2:15 PM	50
03/09/2005 2:30 PM	45
03/09/2005 2:45 PM	32
03/09/2005 3:00 PM	50
03/09/2005 3:15 PM	36
03/09/2005 3:30 PM	39
03/09/2005 3:45 PM	26
03/09/2005 4:00 PM	22
03/09/2005 4:15 PM	31
03/09/2005 4:30 PM	34
03/09/2005 4:45 PM	25
03/09/2005 5:00 PM	34
03/09/2005 5:15 PM	35
03/09/2005 5:30 PM	38
03/09/2005 5:45 PM	55
03/09/2005 6:00 PM	66
03/09/2005 6:15 PM	74
03/09/2005 6:30 PM	76
03/09/2005 6:45 PM	93
03/09/2005 7:00 PM	95
03/09/2005 7:15 PM	63
03/09/2005 7:30 PM	54
03/09/2005 7:45 PM	59
03/09/2005 8:00 PM	57
03/09/2005 8:15 PM	60
03/09/2005 8:30 PM	45
03/09/2005 8:45 PM	40
03/09/2005 9:00 PM	27
03/09/2005 9:15 PM	28
03/09/2005 9:30 PM	19
03/09/2005 9:45 PM	11
03/09/2005 10:00 PM	6
03/10/2005 6:30 AM	0
03/10/2005 6:45 AM	2
03/10/2005 7:00 AM	2
03/10/2005 7:15 AM	8
03/10/2005 7:30 AM	7
03/10/2005 7:45 AM	9
03/10/2005 8:00 AM	13
03/10/2005 8:15 AM	14
03/10/2005 8:30 AM	15
03/10/2005 8:45 AM	18
03/10/2005 9:00 AM	10
03/10/2005 9:15 AM	26
03/10/2005 9:30 AM	15
03/10/2005 9:45 AM	17
03/10/2005 10:00 AM	13
03/10/2005 10:15 AM	18
03/10/2005 10:30 AM	22
03/10/2005 10:45 AM	35
03/10/2005 11:00 AM	37
03/10/2005 11:15 AM	30
03/10/2005 11:30 AM	29
03/10/2005 11:45 AM	36
03/10/2005 12:00 PM	40
03/10/2005 12:15 PM	31
03/10/2005 12:30 PM	34
03/10/2005 12:45 PM	49
03/10/2005 1:00 PM	51
03/10/2005 1:15 PM	47
03/10/2005 1:30 PM	41
03/10/2005 1:45 PM	53
03/10/2005 2:00 PM	48
03/10/2005 2:15 PM	55
03/10/2005 2:30 PM	31
03/10/2005 2:45 PM	35
03/10/2005 3:00 PM	31
03/10/2005 3:15 PM	33
03/10/2005 3:30 PM	27
03/10/2005 3:45 PM	39
03/10/2005 4:00 PM	28
03/10/2005 4:15 PM	30
03/10/2005 4:30 PM	35
03/10/2005 4:45 PM	30
03/10/2005 5:00 PM	32
03/10/2005 5:15 PM	31
03/10/2005 5:30 PM	44
03/10/2005 5:45 PM	48
03/10/2005 6:00 PM	57
03/10/2005 6:15 PM	74
03/10/2005 6:30 PM	77
03/10/2005 6:45 PM	89
03/10/2005 7:00 PM	69
03/10/2005 7:15 PM	83
03/10/2005 7:30 PM	44
03/10/2005 7:45 PM	59
03/10/2005 8:00 PM	46
03/10/2005 8:15 PM	39
03/10/2005 8:30 PM	36
03/10/2005 8:45 PM	33
03/10/2005 9:00 PM	39
03/10/2005 9:15 PM	35
03/10/2005 9:30 PM	18
03/10/2005 9:45 PM	10
03/10/2005 10:00 PM	4
03/11/2005 6:30 AM	2
03/11/2005 6:45 AM	1
03/11/2005 7:00 AM	3
03/11/2005 7:15 AM	3
03/11/2005 7:30 AM	12
03/11/2005 7:45 AM	12
03/11/2005 8:00 AM	15
03/11/2005 8:15 AM	14
03/11/2005 8:30 AM	12
03/11/2005 8:45 AM	15
03/11/2005 9:00 AM	15
03/11/2005 9:15 AM	23
03/11/2005 9:30 AM	27
03/11/2005 9:45 AM	21
03/11/2005 10:00 AM	21
03/11/2005 10:15 AM	21
03/11/2005 10:30 AM	21
03/11/2005 10:45 AM	24
03/11/2005 11:00 AM	26
03/11/2005 11:15 AM	30
03/11/2005 11:30 AM	37
03/11/2005 11:45 AM	30
03/11/2005 12:00 PM	38
03/11/2005 12:15 PM	44
03/11/2005 12:30 PM	55
03/11/2005 12:45 PM	52
03/11/2005 1:00 PM	38
03/11/2005 1:15 PM	42
03/11/2005 1:30 PM	42
03/11/2005 1:45 PM	53
03/11/2005 2:00 PM	40
03/11/2005 2:15 PM	55
03/11/2005 2:30 PM	35
03/11/2005 2:45 PM	40
03/11/2005 3:00 PM	31
03/11/2005 3:15 PM	44
03/11/2005 3:30 PM	22
03/11/2005 3:45 PM	34
03/11/2005 4:00 PM	36
03/11/2005 4:15 PM	38
03/11/2005 4:30 PM	34
03/11/2005 4:45 PM	47
03/11/2005 5:00 PM	47
03/11/2005 5:15 PM	67
03/11/2005 5:30 PM	45
03/11/2005 5:45 PM	47
03/11/2005 6:00 PM	56
03/11/2005 6:15 PM	66
03/11/2005 6:30 PM	48
03/11/2005 6:45 PM	55
03/11/2005 7:00 PM	52
03/11/2005 7:15 PM	51
03/11/2005 7:30 PM	39
03/11/2005 7:45 PM	47
03/11/2005 8:00 PM	38
03/11/2005 8:15 PM	26
03/11/2005 8:30 PM	28
03/11/2005 8:45 PM	27
03/11/2005 9:00 PM	24
03/11/2005 9:15 PM	16
03/11/2005 9:30 PM	10
03/11/2005 9:45 PM	7
03/11/2005 10:00 PM	4
03/12/2005 6:30 AM	2
03/12/2005 6:45 AM	1
03/12/2005 7:00 AM	3
03/12/2005 7:15 AM	0
03/12/2005 7:30 AM	1
03/12/2005 7:45 AM	3
03/12/2005 8:00 AM	3
03/12/2005 8:15 AM	1
03/12/2005 8:30 AM	4
03/12/2005 8:45 AM	1
03/12/2005 9:00 AM	3
03/12/2005 9:15 AM	5
03/12/2005 9:30 AM	3
03/12/2005 9:45 AM	5
03/12/2005 10:00 AM	1
03/12/2005 10:15 AM	4
03/12/2005 10:30 AM	3
03/12/2005 10:45 AM	6
03/12/2005 11:00 AM	4
03/12/2005 11:15 AM	2
03/12/2005 11:30 AM	6
03/12/2005 11:45 AM	6
03/12/2005 12:00 PM	2
03/12/2005 12:15 PM	9
03/12/2005 12:30 PM	7
03/12/2005 12:45 PM	14
03/12/2005 1:00 PM	10
03/12/2005 1:15 PM	6
03/12/2005 1:30 PM	12
03/12/2005 1:45 PM	9
03/12/2005 2:00 PM	9
03/12/2005 2:15 PM	9
03/12/2005 2:30 PM	5
03/12/2005 2:45 PM	5
03/12/2005 3:00 PM	7
03/12/2005 3:15 PM	10
03/12/2005 3:30 PM	5
03/12/2005 3:45 PM	5
03/12/2005 4:00 PM	4
03/12/2005 4:15 PM	3
03/12/2005 4:30 PM	1
03/12/2005 4:45 PM	3
03/12/2005 5:00 PM	6
03/12/2005 5:15 PM	2
03/12/2005 5:30 PM	6
03/12/2005 5:45 PM	1
03/12/2005 6:00 PM	5
03/12/2005 6:15 PM	9
03/12/2005 6:30 PM	2
03/12/2005 6:45 PM	3
03/12/2005 7:00 PM	1
03/12/2005 7:15 PM	3
03/12/2005 7:30 PM	1
03/12/2005 7:45 PM	2
03/12/2005 8:00 PM	0
03/12/2005 8:15 PM	3
03/12/2005 8:30 PM	2
03/12/2005 8:45 PM	2
03/12/2005 9:00 PM	1
03/12/2005 9:15 PM	2
03/12/2005 9:30 PM	1
03/12/2005 9:45 PM	0
03/12/2005 10:00 PM	0
03/13/2005 6:30 AM	0
03/13/2005 6:45 AM	0
03/13/2005 7:00 AM	0
03/13/2005 7:15 AM	0
03/13/2005 7:30 AM	0
03/13/2005 7:45 AM	0
03/13/2005 8:00 AM	0
03/13/2005 8:15 AM	1
03/13/2005 8:30 AM	0
03/13/2005 8:45 AM	0
03/13/2005 9:00 AM	0
03/13/2005 9:15 AM	1
03/13/2005 9:30 AM	0
03/13/2005 9:45 AM	0
03/13/2005 10:00 AM	2
03/13/2005 10:15 AM	0
03/13/2005 10:30 AM	0
03/13/2005 10:45 AM	1
03/13/2005 11:00 AM	2
03/13/2005 11:15 AM	0
03/13/2005 11:30 AM	1
03/13/2005 11:45 AM	1
03/13/2005 12:00 PM	2
03/13/2005 12:15 PM	1
03/13/2005 12:30 PM	2
03/13/2005 12:45 PM	2
03/13/2005 1:00 PM	3
03/13/2005 1:15 PM	3
03/13/2005 1:30 PM	0
03/13/2005 1:45 PM	2
03/13/2005 2:00 PM	2
03/13/2005 2:15 PM	2
03/13/2005 2:30 PM	0
03/13/2005 2:45 PM	2
03/13/2005 3:00 PM	4
03/13/2005 3:15 PM	1
03/13/2005 3:30 PM	0
03/13/2005 3:45 PM	0
03/13/2005 4:00 PM	3
03/13/2005 4:15 PM	1
03/13/2005 4:30 PM	1
03/13/2005 4:45 PM	1
03/13/2005 5:00 PM	4
03/13/2005 5:15 PM	3
03/13/2005 5:30 PM	1
03/13/2005 5:45 PM	1
03/13/2005 6:00 PM	0
03/13/2005 6:15 PM	2
03/13/2005 6:30 PM	0
03/13/2005 6:45 PM	0
03/13/2005 7:00 PM	1
03/13/2005 7:15 PM	2
03/13/2005 7:30 PM	4
03/13/2005 7:45 PM	0
03/13/2005 8:00 PM	1
03/13/2005 8:15 PM	3
03/13/2005 8:30 PM	1
03/13/2005 8:45 PM	1
03/13/2005 9:00 PM	1
03/13/2005 9:15 PM	1
03/13/2005 9:30 PM	0
03/13/2005 9:45 PM	0
03/13/2005 10:00 PM	0
03/14/2005 6:30 AM	2
03/14/2005 6:45 AM	3
03/14/2005 7:00 AM	8
03/14/2005 7:15 AM	7
03/14/2005 7:30 AM	11
03/14/2005 7:45 AM	17
03/14/2005 8:00 AM	26
03/14/2005 8:15 AM	20
03/14/2005 8:30 AM	19
03/14/2005 8:45 AM	17
03/14/2005 9:00 AM	22
03/14/2005 9:15 AM	24
03/14/2005 9:30 AM	27
03/14/2005 9:45 AM	26
03/14/2005 10:00 AM	24
03/14/2005 10:15 AM	28
03/14/2005 10:30 AM	32
03/14/2005 10:45 AM	29
03/14/2005 11:00 AM	27
03/14/2005 11:15 AM	36
03/14/2005 11:30 AM	30
03/14/2005 11:45 AM	35
03/14/2005 12:00 PM	49
03/14/2005 12:15 PM	38
03/14/2005 12:30 PM	50
03/14/2005 12:45 PM	49
03/14/2005 1:00 PM	57
03/14/2005 1:15 PM	45
03/14/2005 1:30 PM	59
03/14/2005 1:45 PM	51
03/14/2005 2:00 PM	40
03/14/2005 2:15 PM	52
03/14/2005 2:30 PM	53
03/14/2005 2:45 PM	42
03/14/2005 3:00 PM	38
03/14/2005 3:15 PM	37
03/14/2005 3:30 PM	34
03/14/2005 3:45 PM	47
03/14/2005 4:00 PM	26
03/14/2005 4:15 PM	35
03/14/2005 4:30 PM	26
03/14/2005 4:45 PM	39
03/14/2005 5:00 PM	30
03/14/2005 5:15 PM	47
03/14/2005 5:30 PM	55
03/14/2005 5:45 PM	70
03/14/2005 6:00 PM	62
03/14/2005 6:15 PM	113
03/14/2005 6:30 PM	108
03/14/2005 6:45 PM	116
03/14/2005 7:00 PM	98
03/14/2005 7:15 PM	91
03/14/2005 7:30 PM	77
03/14/2005 7:45 PM	62
